Award ID,Awarding Agency,Recipient Name,Description,Obligated Amount,Total Outlays,Place of Performance Country Code,Place of Performance State Code,Place of Performance City Code,Base Obligation Date,CFDA Number,Award URL
90ZU0480,Department of Health and Human Services,VISIONQUEST NATIONAL LTD,"RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY - THE VQ SAM MAHAN CENTER IS A SHELTER CARE PROGRAM FOR MALE UC AGES 12 TO 17 WITH A FUNDED CAPACITY OF 48, LOCATED IN BENSON, ARIZONA. THE PROGRAM OFFERS FULL ON SITE EDUCATION, CASE CASE MANAGEMENT AND CLINICAL SERVICES. FOR THE CALENDAR YEAR OF 2022: THE PROGRAM HAS A SUCCESSFUL DISCHARGE RATE OF 100% (ALL DISCHARGES EXCEPT RUNAWAYS) TOTAL YOUTH SERVED: 420; 4 AGE REDETERMINATIONS; 1 SUCCESSFULLY TRANSFERRED TO URM PROGRAM; 411 REUNIFICATIONS; 4 TRANSFERS TO OTHER ORR PROGRAMS",18269695.0,15693836.17,USA,AZ,AZ*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0480_7590
90ZU0479,Department of Health and Human Services,"NATIONAL YOUTH ADVOCATE PROGRAM, INC.","RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN - LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY - THE NATIONAL YOUTH ADVOCATE PROGRAM, INC. (NYAP) PROPOSED TO PROVIDE TRANSITIONAL FOSTER CARE (TFC) IN FOUR STATES OF CURRENT OPERATION, INCLUDING GEORGIA, ILLINOIS AND INDIANA, THROUGH A NETWORK OF QUALIFIED, STATE LICENSED FOSTER HOMES. SERVICES WILL BE PROVIDED THROUGH A COMPREHENSIVE SUPPORT SYSTEM ENSURING UNACCOMPANIED CHILDREN PLACED INTO FOSTER CARE RECEIVE AGE AND DEVELOPMENTALLY APPROPRIATE CARE IN A SAFE, CULTURALLY RESPONSIVE, AND RESPECTFUL MANNER.",46157325.0,24776660.06,USA,,00*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0479_7590
90ZU0478,Department of Health and Human Services,SOUTHWEST KEY PROGRAMS INC,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,300981697.0,233904985.11,USA,TX,TX05000,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0478_7590
90ZU0477,Department of Health and Human Services,"LUTHERAN SOCIAL SERVICES OF THE SOUTH, INC",RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,35570171.0,30509140.75,USA,TX,TX**453,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0477_7590
90ZU0476,Department of Health and Human Services,SOUTHWEST KEY PROGRAMS INC,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,149933296.0,121995992.06,USA,TX,TX05000,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0476_7590
90ZU0475,Department of Health and Human Services,BOARD OF CHILD CARE OF THE UNITED METHODIST CHURCH INC,"RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY - THIS IS A CONTINUATION APPLICATION FOR OPERATIONS OF A 20 BED SHELTER PROGRAM FOR MALES AGES 9-18 LOCATED IN MECHANICSBURG, PA. SEE ENCLOSED PROJECT NARRATIVE FOR ADDITIONAL DETAILS.",8225607.0,6776616.81,USA,MD,MD*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0475_7590
90ZU0474,Department of Health and Human Services,VISIONQUEST NATIONAL LTD,"RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY - THE GWEN MIKEAL VILLAGE IS A UNACCOMPANIED MINOR SHELTER FOR FEMALE UC AGES 5 TO 17 WITH A FUNDED CAPACITY OF 50, LOCATED IN TUCSON, ARIZONA. THE PROGRAM OFFERS FULL ON SITE EDUCATION, CASE MANAGEMENT SERVICES, AND CLINICAL SERVICES. SIGNIFICANT ACCOMPLISHMENTS FROM NOVEMBER OF 2022 TO JULY OF 2023: THE PROGRAM HAS A SUCCESSFUL DISCHARGE RATE OF 101.68% DURING THAT TIME PERIOD. TOTAL YOUTH SERVED:438 TOTAL YOUTH DISCHARGED: 438 409 YOUTH WERE REUNIFIED WITH FAMILY IN THE COMMUNITY 1 RUNAWAY 4 YOUTH AGED-OUT AND WERE RELEASED ON THEIR OWN RECOGNIZANCE 9 AGE-REDETERMINATIONS 14 YOUTH WERE TRANSFERRED TO ANOTHER SHELTER 1 YOUTH WERE SUCCESSFULLY TRANSFERRED TO A LTFC PROGRAM",20975566.0,18576159.2,USA,AZ,AZ*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0474_7590
90ZU0473,Department of Health and Human Services,SOUTHWEST KEY PROGRAMS INC,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,222941937.0,188681072.04,USA,TX,TX05000,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0473_7590
90ZU0472,Department of Health and Human Services,THE CHILDREN'S VILLAGE,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,42428205.0,37889536.12,USA,NY,NY*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0472_7590
90ZU0471,Department of Health and Human Services,"BETHANY CHRISTIAN SERVICES USA, LLC",RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,5788312.0,3611589.02,USA,,00*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0471_7590
90ZU0470,Department of Health and Human Services,SUNNY GLEN CHILDREN'S HOME,"RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY - NEW DAY RESILIENCY CENTER (NDRC) IS A RESIDENTIAL SHELTER CARE PROGRAM FOR UNACCOMPANIED CHILDREN THAT IS LOCATED IN RAYMONDVILLE, TX. NDRC HAS THE CAPACITY TO HOUSE TWO HUNDRED FIFTY (250) CHILDREN. SINCE THE YEAR 2019, THE NDRC HAS BEEN SUCCESSFULLY OPERATIONAL IN CARING FOR AND SERVING UNACCOMPANIED CHILDREN WHO ARE MALE OR FEMALE THROUGH THE AGES OF BIRTH (ZERO) TO SEVENTEEN (17) YEARS OLD. NDRC CONTINUES TO MEET THE PHYSICAL, EMOTIONAL, AND SPIRITUAL NEEDS OF CHILDREN AND FAMILIES WHILE PROVIDING A SAFE PLACE OF REFUGE FROM THE DIFFICULT AND SOMETIMES TRAUMATIC WORLD.",75159856.0,63325360.49,USA,TX,TX*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0470_7590
90ZU0469,Department of Health and Human Services,UNITED STATES CONFERENCE OF CATHOLIC BISHOPS,"RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN - LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY - WITH THIS GRANT, USCCB/MRS PROPOSES TO CONTINUE SHELTER AND TRANSITIONAL FOSTER CARE SERVICES THROUGH TWO SUB-RECIPIENT PROGRAMS: 1.	CATHOLIC SOCIAL SERVICES OF THE ARCHDIOCESE OF PHILADELPHIA 2.	COMMONWEALTH CATHOLIC CHARITIES THESE SUB-RECIPIENT PROGRAMS ARE LICENSED CHILD PLACEMENT AGENCIES EXPERIENCED IN PROVIDING SERVICES FOR VULNERABLE CHILDREN AND IMMIGRANT POPULATIONS, INCLUDING UNACCOMPANIED CHILDREN. THE TWO SUB-RECIPIENTS HAVE ESTABLISHED RELATIONSHIPS WITH COMMUNITY PARTNERS TO PROVIDE CULTURALLY AND LINGUISTICALLY APPROPRIATE SERVICES TO UNACCOMPANIED CHILDREN IN ORR/DUCO CUSTODY.",5070055.0,2684112.22,USA,DC,DC*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0469_7590
90ZU0468,Department of Health and Human Services,ABBOTT HOUSE,"RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY - TRANSITIONAL FOSTER CARE 60 BED (30 FEMALE & 30 MALES) FOR CHILDREN 0-17, WILL ACCEPT LARGE SIBLING GROUPS, PREGNANT, PARENTING, LGBTQ+, DEVELOPMENTALLY DELAYED, MENTAL HEALTH ISSUES & MEDICALLY FRAGILE CHILDREN CAN ALSO BE ACCEPTED ON A CASE BY CASE.",13471712.0,8428763.68,USA,NY,NY*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0468_7590
90ZU0467,Department of Health and Human Services,TOGETHER FOR YOUTH,"RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY - THE UNACCOMPANIED CHILDREN PROGRAM, SHELTERED HEARTS, OF BERKSHIRE FARM CENTER AND SERVICES FOR YOUTH BEGAN WITH ITS INITIAL GRANT AWARD IN AUGUST 2019. FROM THE OUTSET, BERKSHIRE LEADERS WORKED CLOSELY WITH ORR TO DEVELOP ALL ASPECTS OF THE PROGRAM (ADMINISTRATIVE, PROGRAMMATIC, AND FINANCIAL) INCLUDING PREPARING FOR ADMISSION OF UC DURING THE COVID-19 PANDEMIC. AS A RESULT OF THE DILIGENCE OF ALL, THE PROGRAM BEGAN ADMITTING UC IN NOVEMBER 2020, OPERATING UNDER THE FIRST GRANT AWARD UNTIL OCTOBER 2022. DURING THAT TIME, SHELTERED HEARTS SERVED 922 UC, WORKING TO SECURE THEIR SAFE AND TIMELY RELEASE. ORR AWARDED BERKSHIRE A GRANT TO CONTINUE AND EXPAND SHELTERED HEARTS FOR THE 3-YEAR PERIOD BEGINNING NOVEMBER 1, 2022. SHELTERED HEARTS PROVIDES SAFE AND SECURE RESIDENTIAL PLACEMENT AND SERVICES FOR UC REFERRED THROUGH THE OFFICE OF REFUGEE RESETTLEMENT. THE PROGRAM SERVES YOUTH, 12-17, WHO HAVE NO LAWFUL IMMIGRATION STATUS AND NO PARENT OR LEGAL GUARDIAN AVAILABLE TO ASSUME THEIR CARE AND CUSTODY. MOST ARE FROM GUATEMALA AND HONDURAS, BUT THE PROGRAM IS EQUIPPED TO SHELTER ANY UC, REGARDLESS OF COUNTRY OF ORIGIN, AND HAS SERVED UC FROM 16 DIFFERENT COUNTRIES IN CENTRAL AND SOUTH AMERICA, EUROPE, AND AFRICA. THE LENGTH OF TIME YOUTH ARE IN THE PROGRAM IS DEPENDENT ON INDIVIDUAL CIRCUMSTANCES, AND THE AVERAGE IS 17 DAYS. THE GOALS OF SHELTERED HEARTS ARE TO PROVIDE SAFE AND SECURE SHELTER SERVICES FOR UC PLACED IN THE PROGRAM; FACILITATE THEIR SAFE AND TIMELY RELEASE TO FAMILY MEMBERS OR APPROPRIATE SPONSORS; AND PREVENT, DETECT, EDUCATE, AND RESPOND TO SEXUAL ABUSE, SEXUAL HARASSMENT, AND INAPPROPRIATE SEXUAL BEHAVIORS. SHELTERED HEARTS PROVIDES INTAKE AND ORIENTATION, ASSESSMENTS, INDIVIDUAL SERVICE PLANS, CASE MANAGEMENT, COUNSELING, MEDICAL AND MENTAL HEALTH SERVICES ON-SITE AND IN THE COMMUNITY, RECREATION AND LEISURE ACTIVITIES, AND EDUCATIONAL SERVICES. OTHER SERVICES INCLUDE TRANSPORTATION FOR OFF-SITE APPOINTMENTS; VISITATION AND PHONE CALLS, INCLUDING UNRESTRICTED ACCESS TO ATTORNEYS; AND NUTRITIONAL SERVICES THAT ACCOMMODATE DIETARY RESTRICTIONS, ALLERGIES, CULTURAL AND RELIGIOUS REQUIREMENTS. YOUTH RESIDE IN COTTAGES THAT PROVIDE A ""HOME-LIKE"" ENVIRONMENT AND STAFF MONITOR THE PROGRAM AT ALL TIMES TO ENSURE SAFETY AND SECURITY FOR ALL. THE PROGRAM ALSO HAS A STRUCTURED EVALUATION PROCESS FOR CONTINUOUS PROGRAM IMPROVEMENT TO ENSURE THE PROGRAM OPERATES AT A HIGH LEVEL AT ALL TIMES. ALL SERVICES ARE TRAUMA-INFORMED, CULTURALLY AND LINGUISTICALLY SENSITIVE, AND RESPONSIVE TO THE DIVERSITY OF NEEDS OF ALL YOUTH. FOR INSTANCE, WITH THE INCREASE OF YOUTH FROM OTHER COUNTRIES, THE PROGRAM HAS ADDED TRANSLATION DEVICES THAT UC CARRY WITH THEY WHEN THEY SPEAK A LANGUAGE OTHER THAN ENGLISH OR SPANISH. THE PROGRAM COMPLIES WITH ALL FEDERAL, STATE AND LOCAL LAWS AND REGULATIONS, INCLUDING THOSE OF ORR, ICE AND BERKSHIRE'S STATE LICENSING AGENCY, THE NEW YORK STATE OFFICE OF CHILDREN AND FAMILY SERVICES. THE BED CAPACITY DURING THE ORIGINAL GRANT PERIOD WAS 50 BUT ORR INCREASED THIS CAPACITY TO 60 FOR THIS NEW GRANT PERIOD. THIS INCREASE WAS IN RESPONSE TO THE PROGRAM'S SUCCESS IN IMPLEMENTING SHELTERED HEARTS AND THE PROGRAM TEAM'S DESIRE TO SUPPORT MORE YOUTH. THE PROGRAM DIRECTOR AND LEADERSHIP TEAM OVERSEE ALL AREAS OF PROGRAM OPERATIONS AND WORK WITH ALL PROGRAM STAFF TO PROVIDE SERVICES AND SUPPORTS IN PURSUIT OF PROGRAM GOALS. STAFF MEMBERS ARE BILINGUAL IN ENGLISH AND SPANISH TO BE RESPONSIVE TO THE LINGUISTIC NEEDS OF THE MAJORITY OF OC. THE PROGRAM NARRATIVE DETAILS THE ACCOMPLISHMENTS OF SHELTERED HEARTS DURING THIS FIRST YEAR. WITH STRONG LEADERSHIP AND EXPERIENCED PROGRAM STAFF, THE PROGRAM IS ANTICIPATED TO CONTINUE TO EXCEL, WORKING WITH UC TOWARD THEIR SAFE AND TIMELY RELEASE.",24420258.0,20027160.05,USA,NY,NY**021,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0467_7590
90ZU0466,Department of Health and Human Services,"RISING GROUND, INC",RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,22477187.0,18831231.0,USA,NY,NY**047,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0466_7590
90ZU0465,Department of Health and Human Services,SOUTHWEST KEY PROGRAMS INC,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,300534652.0,264292308.8,USA,TX,TX05000,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0465_7590
90ZU0464,Department of Health and Human Services,SOUTHWEST KEY PROGRAMS INC,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,65191996.0,56186504.02,USA,TX,TX**453,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0464_7590
90ZU0463,Department of Health and Human Services,"LUTHERAN SOCIAL SERVICES OF METROPOLITAN NEW YORK, INC",RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,14489365.0,10096808.43,USA,NY,NY**061,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0463_7590
90ZU0462,Department of Health and Human Services,CATHOLIC GUARDIAN SERVICES,"RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY - THIS SHELTER, OPERATED SINCE 2019, SERVES 24 BOYS AGES 12 TO 17. EDUCATIONAL, NURSING, CLINICAL, CASE MANAGEMENT, AND RECREATIONAL SERVICES ARE PROVIDED ON-SITE.",9455433.0,8510403.66,USA,NY,NY**061,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0462_7590
90ZU0461,Department of Health and Human Services,"LATIN AMERICAN YOUTH CENTER, INC","RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY - LAYC, A NATIONALLY RECOGNIZED, COMMUNITY-BASED YOUTH DEVELOPMENT AGENCY WITH OVER 50 YEARS OF SERVICE PROVISION TO IMMIGRANT AND YOUTH OF COLOR IN THE DISTRICT OF COLUMBIA (DC) METROPOLITAN REGION, ESTABLISHED A TRANSITIONAL FOSTER CARE PROGRAM IN DC AND MARYLAND TO SPONSOR NEEDS OF 16 UNACCOMPANIED CHILDREN (UC) AT ONE TIME: THIS PROGRAM IS LAYC SERVICES FOR UC (ESPERANZA PROGRAM). IN COMPLIANCE WITH THE WILLIAM WILBERFORCE TRAFFICKING VICTIMS PROTECTION REAUTHORIZATION ACT OF 2008, DC AND FEDERAL GUIDELINES, THE FLORES SETTLEMENT AGREEMENT, AND US DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS) OFFICE OF REFUGEE RESETTLEMENT (ORR) SERVICE REQUIREMENTS, OUR ESPERANZA PROGRAM ADDRESSES THE SERVICE NEEDS OF UC, PROVIDING 1) SAFE, STRUCTURED TRANSITIONAL FOSTER CARE HOUSING WHILE UC AWAIT DECISIONS ON THEIR IMMIGRATION STATUS AND RELEASE TO SPONSORS; AND 2) WRAP-AROUND SERVICES DURING THEIR TIME IN TRANSITIONAL FOSTER CARE. BASED ON THE TIMELINE THAT UC WILL BE IN THE PROGRAM FOR A MAXIMUM OF 30 DAYS AND THEN RELEASED TO SPONSORS, LAYC ANTICIPATES SERVING 192 UC IN ONE YEAR. IF ANY UC STAY IN THE PROGRAM LONGER THAN 30 DAYS, THE TOTAL NUMBER SERVED MAY BE LOWER.",3167603.0,2146816.37,USA,DC,DC*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0461_7590
90ZU0460,Department of Health and Human Services,CPLC TEXAS INC,"RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY - PROJECT SUMMARY/ABSTRACT ""	PROJECT TITLE: MAGNOLIA HOUSE ""	APPLICANT NAME: CPLC TEXAS, INC. ""	ADDRESS: 32786 STAGECOACH RD. LOS FRESNOS, TEXAS 78566 ""	CONTACT PHONE NUMBERS (VOICE, FAX): AMANDA BERNAL 602.257.6711 ""	E-MAIL ADDRESS: AMANDA.BERNAL@CPLC.ORG ""	WEB SITE ADDRESS, IF APPLICABLE: WWW.CPLC.ORG NEEDS TO BE ADDRESSED: UNACCOMPANIED CHILDREN IN NEED OF COMPREHENSIVE AND CULTURALLY COMPETENT CARE SERVICES THAT ADDRESS WHOLE-CHILD WELLNESS, IN THE LEAST RESTRICTIVE CARE SETTING WHILE TIMELY REUNIFYING THEM WITH SPONSORS OR FACILITATING ADDITIONAL PLACEMENT. PROPOSED SERVICES: FULL-SERVICE, CULTURALLY, AND LINGUISTICALLY COMPETENT LATINO-BASED ORGANIZATION WILL PROVIDE ORR FOCUSED CASE MANAGEMENT, EDUCATION, INTEGRATED HEALTH AND HUMAN SERVICES, AND REFERRALS TO LEGAL SERVICES UNDER A TRAUMA-INFORMED LENS. CPLC TEXAS, INC. (CPLC TX) IS PROPOSING A 24-BED SHELTER FOR UNACCOMPANIED CHILDREN, AGED 13-17, ALL IN ACCORDANCE WITH ORR POLICY AND PROCEDURES AND RESPECTIVE STATE LICENSING STANDARDS. POPULATION TO BE SERVED: SHELTER, FOR UP TO 24 UNACCOMPANIED CHILDREN, AGED 13-17, WILL BE SERVED AT A TIME, WITH THE ABILITY TO ADD ADDITIONAL BEDS IF THE NEED ARISES VIA VARIANCES. THE SITE WILL BE SERVING MALES.",9005515.0,6962006.0,USA,TX,TX*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0460_7590
90ZU0459,Department of Health and Human Services,CHILD CRISIS ARIZONA,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,11659505.0,9100227.04,USA,AZ,AZ*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0459_7590
90ZU0458,Department of Health and Human Services,CHILD CRISIS ARIZONA,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,14480736.0,11726767.24,USA,AZ,AZ*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0458_7590
90ZU0457,Department of Health and Human Services,BUILDING BRIDGES FOSTER FAMILY AGENCY,SINGLE SOURCE AWARD FOR LONG TERM FOSTER CARE (LTFC) SERVICES FOR UNACCOMPANIED CHILDREN,184154.39,184154.39,USA,CA,CA*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0457_7590
90ZU0456,Department of Health and Human Services,SOUTHWEST KEY PROGRAMS INC,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,291931476.0,246482225.81,USA,TX,TX05000,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0456_7590
90ZU0455,Department of Health and Human Services,CENTER FOR FAMILY SERVICES INC,"RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY - CENTER FOR FAMILY SERVICES, INC. (CFS) IS SEEKING $5,367,260 IN CONTINUED FUNDING FOR 38 SHELTER BEDS FOR THE 2023-2024 GRANT PERIOD, AS PUBLISHED IN THE STANDING NOTICE OF FUNDING OPPORTUNITY FOR RESIDENTIAL SERVICES FOR UNACCOMPANIED CHILDREN (UC), THROUGH THE DEPARTMENT OF HEALTH AND HUMAN SERVICES, ADMINISTRATION FOR CHILDREN AND FAMILIES, OFFICE OF REFUGEE RESETTLEMENT (ORR). IN 1976, THE AGENCY DEVELOPED ONE OF THE FIRST HOMELESS YOUTH SHELTERS IN THE UNITED STATES. THIS 47-YEAR HISTORY OF PROVIDING SAFE AND SUPPORTIVE EMERGENCY SHELTER FOR ADOLESCENTS BUILDS ON A RICH HERITAGE OF SERVING CHILDREN AND FAMILIES ACROSS SOUTHERN NEW JERSEY SINCE 1920. MANY OF THE PROGRAMS THAT EXIST TODAY WITHIN OUR EXTENSIVE CONTINUUM OF CARE HAVE BEEN BORN OF THE AGENCY'S RESPONSIVENESS TO YOUTH AND FAMILIES WHO HAVE COME TO US IN NEED. IN LIGHT OF THE CHILD MIGRANT CRISIS FACING THE UNITED STATES, CENTER FOR FAMILY SERVICES ACKNOWLEDGED A MORAL AND HUMANITARIAN OBLIGATION TO PROVIDE UNACCOMPANIED CHILDREN WITH ASSISTANCE, INCLUDING PHYSICAL SHELTER, NURTURING SUPPORT, AND PSYCHOLOGICAL ASSESSMENTS AND COUNSELING. ON FEBRUARY 1, 2017, CENTER FOR FAMILY SERVICES WAS AWARDED A CONTRACT FROM ORR FOR 50 RESIDENTIAL BEDS (SHELTER/TFC) TO EXPAND SERVICES TO UC. AN ADDITIONAL UNSOLICITED SINGLE SOURCE AWARD WAS GRANTED ON MAY 1, 2021 FOR AN ADDITIONAL 10 BEDS. THIS PROPOSAL SEEKS TO CONTINUE OPERATION OF THE JUNTOS 2 PROGRAM WHICH WILL PROVIDE SHELTER SERVICES TO 20 YOUTH AGES 13-17 IN NORTHFIELD, NEW JERSEY, AND 18 COMMUNITY-BASED TFC BEDS TO MINORS IN SOUTH JERSEY, WHO WILL BE SERVED THROUGH THE UC SUCCESS CENTER IN EGG HARBOR TOWNSHIP, NEW JERSEY. CENTER FOR FAMILY SERVICES HAS THE CAPACITY TO MEET THE IMMEDIATE NEEDS OF UP TO 600 UNACCOMPANIED CHILDREN PER YEAR THROUGH THE JUNTOS SHELTER PROGRAM AND HAS PROVIDED SERVICES TO OVER 1,600 SINCE ITS INCEPTION. THE PROPOSED PROGRAM WILL BE CULTURALLY SENSITIVE, LINGUISTICALLY APPROPRIATE, CHILD-CENTERED, AND TRAUMA-INFORMED, WITH A FOCUS ON ENSURING THE SAFETY AND WELL-BEING OF UC. JUNTOS STAFF ARE COMMITTED TO UNITING UC WITH FAMILY MEMBERS OR OTHER ORR-APPROVED AND ELIGIBLE SPONSORS IN AS TIMELY A MANNER AS POSSIBLE. IN ADDITION TO SHORT-TERM SHELTER CARE, THE JUNTOS SHELTER PROGRAM WILL PROVIDE COMPREHENSIVE SERVICE TO UC, INCLUDING VARIOUS LEVELS OF COUNSELING, INTENSIVE CASE MANAGEMENT, UNIFICATION ADVOCACY, EDUCATIONAL DEVELOPMENT, RECREATION ACTIVITIES, AND LIFE SKILLS INSTRUCTION, ALL DESIGNED TO BUILD SELF-SUFFICIENCY IN EACH YOUTH SERVED.",8572881.0,5878579.37,USA,NJ,NJ*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0455_7590
90ZU0454,Department of Health and Human Services,"HANDS OF HEALING RESIDENTIAL TREATMENT CENTER, INC",RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,12314133.0,9553011.0,USA,TX,TX*****,2022,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0454_7590
